SYNTYMÄVUOSI;SYNTKOTIKUNTA;KUNNAN NIMI;SUKUPUOLI;ETUNIMI;KPL
1969;49;Espoo;1;Mika;39
1969;61;Forssa;1;Marko;11
1969;91;Helsinki;1;Mika;256
1969;92;Vantaa;1;Mika;47
1969;106;Hyvinkää;1;Mika;16
1969;109;Hämeenlinna;1;Mika;18
1969;153;Imatra;1;Mika;19
1969;167;Joensuu;1;Mika;33
1969;179;Jyväskylä;1;Mika;43
1969;180;Jyväskylän mlk;1;Mika;13
1969;186;Järvenpää;1;Petri;16
1969;200;Ulkomaat;1;Igor;85
1969;201;Karhula;1;Mika;17
1969;205;Kajaani;1;Timo;16
1969;214;Kankaanpää;1;Mika;16
1969;232;Kauhajoki;1;Mika;16
1969;240;Kemi;1;Marko;18
1969;263;Kiuruvesi;1;Marko;13
1969;272;Kokkola;1;Marko;17
1969;272;Kokkola;1;Mika;17
1969;285;Kotka;1;Marko;19
1969;286;Kouvola;1;Mika;17
1969;290;Kuhmo;1;Jari;15
1969;297;Kuopio;1;Mika;39
1969;301;Kurikka;1;Mika;14
1969;305;Kuusamo;1;Mika;14
1969;306;Kuusankoski;1;Mika;12
1969;398;Lahti;1;Mika;74
1969;405;Lappeenranta;1;Mika;30
1969;427;Lohja;1;Mika;10
1969;428;Lohjan kunta;1;Mika;14
1969;491;Mikkeli;1;Marko;20
1969;536;Nokia;1;Mika;11
1969;543;Nurmijärvi;1;Mika;12
1969;564;Oulu;1;Mika;74
1969;609;Pori;1;Marko;56
1969;684;Rauma;1;Marko;17
1969;694;Riihimäki;1;Marko;12
1969;694;Riihimäki;1;Timo;12
1969;698;Rovaniemi;1;Mika;26
1969;699;Rovaniemen mlk;1;Mika;15
1969;734;Salo;1;Mika;13
1969;740;Savonlinna;1;Mika;20
1969;743;Seinäjoki;1;Jari;14
1969;754;Anjalankoski;1;Mika;12
1969;837;Tampere;1;Mika;94
1969;851;Tornio;1;Mika;11
1969;853;Turku;1;Mika;70
1969;858;Tuusula;1;Marko;15
1969;905;Vaasa;1;Marko;22
1969;908;Valkeakoski;1;Marko;13
1969;915;Varkaus;1;Mika;16
1970;49;Espoo;1;Petri;33
1970;61;Forssa;1;Janne;13
1970;61;Forssa;1;Marko;13
1970;91;Helsinki;1;Mika;229
1970;92;Vantaa;1;Mika;46
1970;106;Hyvinkää;1;Marko;26
1970;109;Hämeenlinna;1;Marko;18
1970;140;Iisalmi;1;Mika;13
1970;153;Imatra;1;Mika;17
1970;165;Janakkala;1;Mika;10
1970;167;Joensuu;1;Marko;29
1970;179;Jyväskylä;1;Mika;39
1970;180;Jyväskylän mlk;1;Mika;10
1970;186;Järvenpää;1;Marko;14
1970;200;Ulkomaat;1;Marko;138
1970;201;Karhula;1;Marko;13
1970;205;Kajaani;1;Mika;11
1970;214;Kankaanpää;1;Marko;16
1970;232;Kauhajoki;1;Marko;11
1970;232;Kauhajoki;1;Mika;11
1970;240;Kemi;1;Mika;15
1970;245;Kerava;1;Marko;14
1970;272;Kokkola;1;Mika;14
1970;285;Kotka;1;Mika;15
1970;286;Kouvola;1;Marko;15
1970;290;Kuhmo;1;Pasi;11
1970;297;Kuopio;1;Mika;45
1970;305;Kuusamo;1;Mika;16
1970;306;Kuusankoski;1;Marko;11
1970;398;Lahti;1;Mika;59
1970;405;Lappeenranta;1;Marko;34
1970;410;Laukaa;1;Mika;12
1970;418;Lempäälä;1;Marko;12
1970;427;Lohja;1;Marko;11
1970;491;Mikkeli;1;Mika;17
1970;532;Nastola;1;Marko;15
1970;536;Nokia;1;Mika;11
1970;564;Oulu;1;Mika;71
1970;593;Pieksämäki;1;Mika;14
1970;598;Pietarsaari;1;Marko;10
1970;609;Pori;1;Mika;46
1970;612;Porvoo;1;Mika;11
1970;680;Raisio;1;Mika;11
1970;684;Rauma;1;Marko;16
1970;694;Riihimäki;1;Mika;13
1970;698;Rovaniemi;1;Pasi;17
1970;698;Rovaniemi;1;Petri;17
1970;699;Rovaniemen mlk;1;Marko;13
1970;734;Salo;1;Marko;11
1970;740;Savonlinna;1;Janne;11
1970;743;Seinäjoki;1;Juha;14
1970;743;Seinäjoki;1;Mika;14
1970;749;Siilinjärvi;1;Marko;10
1970;774;Suolahti;1;Mika;11
1970;837;Tampere;1;Mika;89
1970;853;Turku;1;Marko;67
1970;905;Vaasa;1;Marko;27
1970;908;Valkeakoski;1;Timo;11
1970;915;Varkaus;1;Mika;16
1970;977;Ylivieska;1;Mika;14
1971;5;Alajärvi;1;Juha;10
1971;49;Espoo;1;Mika;34
1971;61;Forssa;1;Mika;11
1971;88;Heinola;1;Mika;11
1971;91;Helsinki;1;Mika;178
1971;92;Vantaa;1;Mika;50
1971;106;Hyvinkää;1;Juha;13
1971;106;Hyvinkää;1;Pasi;13
1971;109;Hämeenlinna;1;Mika;14
1971;140;Iisalmi;1;Jari;11
1971;140;Iisalmi;1;Mika;11
1971;153;Imatra;1;Marko;14
1971;167;Joensuu;1;Marko;23
1971;179;Jyväskylä;1;Mika;30
1971;180;Jyväskylän mlk;1;Petri;12
1971;200;Ulkomaat;1;Marko;157
1971;201;Karhula;1;Mika;12
1971;205;Kajaani;1;Mika;15
1971;214;Kankaanpää;1;Mika;12
1971;232;Kauhajoki;1;Marko;10
1971;240;Kemi;1;Petri;15
1971;245;Kerava;1;Mika;10
1971;272;Kokkola;1;Marko;15
1971;272;Kokkola;1;Mika;15
1971;285;Kotka;1;Marko;17
1971;286;Kouvola;1;Marko;13
1971;286;Kouvola;1;Mika;13
1971;290;Kuhmo;1;Mika;12
1971;297;Kuopio;1;Mika;37
1971;306;Kuusankoski;1;Janne;11
1971;306;Kuusankoski;1;Marko;11
1971;398;Lahti;1;Mika;57
1971;405;Lappeenranta;1;Marko;24
1971;428;Lohjan kunta;1;Mika;10
1971;491;Mikkeli;1;Marko;14
1971;536;Nokia;1;Marko;11
1971;543;Nurmijärvi;1;Marko;10
1971;564;Oulu;1;Mika;51
1971;581;Parkano;1;Marko;10
1971;593;Pieksämäki;1;Mika;11
1971;598;Pietarsaari;1;Mika;10
1971;598;Pietarsaari;1;Peter;10
1971;609;Pori;1;Mika;43
1971;615;Pudasjärvi;1;Marko;11
1971;684;Rauma;1;Mika;15
1971;698;Rovaniemi;1;Marko;19
1971;734;Salo;1;Petri;10
1971;740;Savonlinna;1;Mika;17
1971;743;Seinäjoki;1;Marko;24
1971;778;Suonenjoki;1;Marko;10
1971;837;Tampere;1;Mika;64
1971;853;Turku;1;Mika;63
1971;895;Uusikaupunki;1;Marko;11
1971;905;Vaasa;1;Mika;35
1971;915;Varkaus;1;Janne;11
1971;915;Varkaus;1;Marko;11
1971;915;Varkaus;1;Mika;11
1971;976;Ylitornio;1;Mika;10
1972;49;Espoo;1;Sami;35
1972;91;Helsinki;1;Sami;149
1972;92;Vantaa;1;Marko;43
1972;106;Hyvinkää;1;Sami;16
1972;109;Hämeenlinna;1;Marko;19
1972;140;Iisalmi;1;Marko;13
1972;153;Imatra;1;Pasi;13
1972;165;Janakkala;1;Mika;11
1972;167;Joensuu;1;Marko;23
1972;179;Jyväskylä;1;Marko;26
1972;180;Jyväskylän mlk;1;Marko;14
1972;200;Ulkomaat;1;Marko;133
1972;201;Karhula;1;Marko;12
1972;201;Karhula;1;Mika;12
1972;211;Kangasala;1;Marko;10
1972;240;Kemi;1;Mika;22
1972;272;Kokkola;1;Mika;13
1972;285;Kotka;1;Mika;17
1972;286;Kouvola;1;Petri;14
1972;290;Kuhmo;1;Marko;10
1972;297;Kuopio;1;Marko;30
1972;297;Kuopio;1;Mika;30
1972;305;Kuusamo;1;Marko;14
1972;398;Lahti;1;Mika;42
1972;405;Lappeenranta;1;Pasi;17
1972;491;Mikkeli;1;Janne;12
1972;491;Mikkeli;1;Mika;12
1972;532;Nastola;1;Mika;11
1972;532;Nastola;1;Sami;11
1972;536;Nokia;1;Marko;13
1972;543;Nurmijärvi;1;Tomi;11
1972;564;Oulu;1;Mika;55
1972;593;Pieksämäki;1;Marko;10
1972;609;Pori;1;Marko;38
1972;615;Pudasjärvi;1;Marko;12
1972;684;Rauma;1;Jari;10
1972;684;Rauma;1;Pasi;10
1972;698;Rovaniemi;1;Marko;24
1972;699;Rovaniemen mlk;1;Marko;14
1972;743;Seinäjoki;1;Juha;19
1972;837;Tampere;1;Mika;68
1972;853;Turku;1;Marko;49
1972;905;Vaasa;1;Mika;22
1972;908;Valkeakoski;1;Marko;12
1972;915;Varkaus;1;Pasi;13
1972;915;Varkaus;1;Petri;13
1973;49;Espoo;1;Sami;34
1973;61;Forssa;1;Jani;12
1973;84;Haukipudas;1;Petri;11
1973;91;Helsinki;1;Sami;163
1973;92;Vantaa;1;Sami;46
1973;106;Hyvinkää;1;Sami;16
1973;109;Hämeenlinna;1;Sami;21
1973;140;Iisalmi;1;Marko;15
1973;153;Imatra;1;Mikko;14
1973;167;Joensuu;1;Mika;20
1973;179;Jyväskylä;1;Marko;31
1973;186;Järvenpää;1;Mika;11
1973;200;Ulkomaat;1;Marko;123
1973;201;Karhula;1;Marko;15
1973;205;Kajaani;1;Mika;10
1973;240;Kemi;1;Petri;16
1973;272;Kokkola;1;Mika;21
1973;285;Kotka;1;Mika;14
1973;286;Kouvola;1;Jani;12
1973;297;Kuopio;1;Mika;39
1973;398;Lahti;1;Mika;41
1973;405;Lappeenranta;1;Jani;22
1973;491;Mikkeli;1;Jani;12
1973;491;Mikkeli;1;Mika;12
1973;536;Nokia;1;Sami;14
1973;564;Oulu;1;Marko;47
1973;609;Pori;1;Mika;33
1973;678;Raahe;1;Marko;13
1973;678;Raahe;1;Mika;13
1973;684;Rauma;1;Sami;15
1973;694;Riihimäki;1;Marko;11
1973;694;Riihimäki;1;Sami;11
1973;698;Rovaniemi;1;Sami;16
1973;699;Rovaniemen mlk;1;Mika;12
1973;740;Savonlinna;1;Marko;11
1973;743;Seinäjoki;1;Sami;13
1973;837;Tampere;1;Jani;61
1973;851;Tornio;1;Mika;15
1973;853;Turku;1;Sami;55
1973;858;Tuusula;1;Mika;10
1973;905;Vaasa;1;Mika;21
1973;905;Vaasa;1;Sami;21
1973;908;Valkeakoski;1;Sami;11
1973;915;Varkaus;1;Jani;12
1973;915;Varkaus;1;Mika;12
1974;49;Espoo;1;Jani;43
1974;61;Forssa;1;Jani;18
1974;91;Helsinki;1;Jani;170
1974;92;Vantaa;1;Jani;62
1974;106;Hyvinkää;1;Jani;17
1974;109;Hämeenlinna;1;Sami;18
1974;140;Iisalmi;1;Marko;11
1974;153;Imatra;1;Jani;16
1974;167;Joensuu;1;Mika;28
1974;179;Jyväskylä;1;Sami;34
1974;180;Jyväskylän mlk;1;Jani;19
1974;186;Järvenpää;1;Jani;10
1974;200;Ulkomaat;1;Marko;118
1974;200;Ulkomaat;1;Mika;118
1974;201;Karhula;1;Mikko;10
1974;202;Kaarina;1;Jani;10
1974;205;Kajaani;1;Mika;13
1974;211;Kangasala;1;Mikko;11
1974;232;Kauhajoki;1;Marko;10
1974;240;Kemi;1;Jani;17
1974;245;Kerava;1;Sami;13
1974;272;Kokkola;1;Sami;20
1974;285;Kotka;1;Jani;14
1974;286;Kouvola;1;Sami;16
1974;290;Kuhmo;1;Sami;10
1974;297;Kuopio;1;Jani;33
1974;398;Lahti;1;Jani;46
1974;405;Lappeenranta;1;Marko;26
1974;405;Lappeenranta;1;Mika;26
1974;491;Mikkeli;1;Janne;12
1974;564;Oulu;1;Jani;37
1974;564;Oulu;1;Marko;37
1974;564;Oulu;1;Sami;37
1974;593;Pieksämäki;1;Jani;10
1974;598;Pietarsaari;1;Johan;10
1974;609;Pori;1;Jani;44
1974;613;Porvoon mlk;1;Jani;11
1974;678;Raahe;1;Marko;13
1974;680;Raisio;1;Jani;12
1974;684;Rauma;1;Sami;14
1974;698;Rovaniemi;1;Jani;18
1974;734;Salo;1;Sami;14
1974;740;Savonlinna;1;Jani;12
1974;740;Savonlinna;1;Janne;12
1974;743;Seinäjoki;1;Jani;15
1974;837;Tampere;1;Jani;78
1974;851;Tornio;1;Marko;19
1974;853;Turku;1;Jani;59
1974;858;Tuusula;1;Jani;12
1974;858;Tuusula;1;Sami;12
1974;905;Vaasa;1;Sami;25
1974;915;Varkaus;1;Marko;11
1975;49;Espoo;1;Mikko;50
1975;61;Forssa;1;Jani;11
1975;91;Helsinki;1;Sami;159
1975;92;Vantaa;1;Jani;57
1975;106;Hyvinkää;1;Sami;18
1975;109;Hämeenlinna;1;Jani;20
1975;140;Iisalmi;1;Mika;12
1975;153;Imatra;1;Marko;15
1975;167;Joensuu;1;Jani;22
1975;179;Jyväskylä;1;Mika;34
1975;180;Jyväskylän mlk;1;Jani;15
1975;186;Järvenpää;1;Sami;18
1975;200;Ulkomaat;1;Marko;122
1975;201;Karhula;1;Jani;11
1975;205;Kajaani;1;Marko;13
1975;211;Kangasala;1;Jani;10
1975;232;Kauhajoki;1;Marko;10
1975;240;Kemi;1;Jani;16
1975;245;Kerava;1;Sami;18
1975;272;Kokkola;1;Jani;15
1975;285;Kotka;1;Antti;15
1975;285;Kotka;1;Sami;15
1975;286;Kouvola;1;Jani;17
1975;297;Kuopio;1;Sami;30
1975;305;Kuusamo;1;Marko;13
1975;398;Lahti;1;Jani;44
1975;405;Lappeenranta;1;Jani;21
1975;422;Lieksa;1;Mika;11
1975;427;Lohja;1;Mika;10
1975;478;Maarianhamina;1;Johan;13
1975;491;Mikkeli;1;Mika;19
1975;536;Nokia;1;Sami;10
1975;564;Oulu;1;Mikko;49
1975;593;Pieksämäki;1;Sami;11
1975;609;Pori;1;Mikko;28
1975;609;Pori;1;Sami;28
1975;678;Raahe;1;Marko;14
1975;680;Raisio;1;Jani;10
1975;684;Rauma;1;Mikko;12
1975;694;Riihimäki;1;Sami;13
1975;698;Rovaniemi;1;Jani;16
1975;734;Salo;1;Mika;10
1975;734;Salo;1;Mikko;10
1975;740;Savonlinna;1;Jani;11
1975;743;Seinäjoki;1;Sami;17
1975;749;Siilinjärvi;1;Jani;10
1975;754;Anjalankoski;1;Marko;12
1975;837;Tampere;1;Jani;68
1975;853;Turku;1;Jani;63
1975;858;Tuusula;1;Sami;15
1975;895;Uusikaupunki;1;Jani;16
1975;905;Vaasa;1;Jani;22
1975;905;Vaasa;1;Sami;22
1975;908;Valkeakoski;1;Petri;10
1975;908;Valkeakoski;1;Tero;10
1975;915;Varkaus;1;Mika;14
1976;49;Espoo;1;Mikko;59
1976;61;Forssa;1;Jani;11
1976;88;Heinola;1;Mika;13
1976;91;Helsinki;1;Mikko;163
1976;92;Vantaa;1;Mikko;65
1976;106;Hyvinkää;1;Jani;22
1976;109;Hämeenlinna;1;Jani;24
1976;140;Iisalmi;1;Pasi;11
1976;153;Imatra;1;Sami;18
1976;167;Joensuu;1;Jani;22
1976;167;Joensuu;1;Mikko;22
1976;179;Jyväskylä;1;Mikko;31
1976;180;Jyväskylän mlk;1;Marko;11
1976;186;Järvenpää;1;Jani;12
1976;200;Ulkomaat;1;Marko;118
1976;201;Karhula;1;Mikko;10
1976;205;Kajaani;1;Mikko;14
1976;205;Kajaani;1;Sami;14
1976;211;Kangasala;1;Sami;10
1976;232;Kauhajoki;1;Jani;11
1976;240;Kemi;1;Jani;21
1976;245;Kerava;1;Mikko;14
1976;272;Kokkola;1;Tero;14
1976;285;Kotka;1;Antti;14
1976;286;Kouvola;1;Mikko;18
1976;297;Kuopio;1;Mikko;36
1976;306;Kuusankoski;1;Jani;13
1976;398;Lahti;1;Jani;38
1976;405;Lappeenranta;1;Mikko;27
1976;422;Lieksa;1;Tero;10
1976;491;Mikkeli;1;Mikko;14
1976;532;Nastola;1;Jani;13
1976;536;Nokia;1;Toni;12
1976;543;Nurmijärvi;1;Sami;11
1976;564;Oulu;1;Mikko;57
1976;609;Pori;1;Jani;42
1976;678;Raahe;1;Mikko;11
1976;680;Raisio;1;Mikko;12
1976;684;Rauma;1;Mikko;13
1976;684;Rauma;1;Sami;13
1976;694;Riihimäki;1;Jani;14
1976;698;Rovaniemi;1;Janne;14
1976;740;Savonlinna;1;Mika;11
1976;743;Seinäjoki;1;Juha;17
1976;754;Anjalankoski;1;Jani;11
1976;777;Suomussalmi;1;Jani;11
1976;837;Tampere;1;Mikko;75
1976;851;Tornio;1;Marko;10
1976;853;Turku;1;Mikko;91
1976;858;Tuusula;1;Jani;12
1976;905;Vaasa;1;Sami;22
1976;908;Valkeakoski;1;Jani;10
1976;915;Varkaus;1;Antti;10
1976;915;Varkaus;1;Janne;10
1976;915;Varkaus;1;Sami;10
1976;980;Ylöjärvi;1;Jani;10
1977;49;Espoo;1;Mikko;51
1977;61;Forssa;1;Toni;13
1977;91;Helsinki;1;Mikko;134
1977;92;Vantaa;1;Mikko;60
1977;106;Hyvinkää;1;Jani;19
1977;106;Hyvinkää;1;Mikko;19
1977;109;Hämeenlinna;1;Jani;15
1977;109;Hämeenlinna;1;Mikko;15
1977;140;Iisalmi;1;Jani;11
1977;153;Imatra;1;Mikko;21
1977;167;Joensuu;1;Mikko;20
1977;179;Jyväskylä;1;Mikko;35
1977;180;Jyväskylän mlk;1;Mikko;12
1977;186;Järvenpää;1;Janne;11
1977;186;Järvenpää;1;Mikko;11
1977;200;Ulkomaat;1;Marko;114
1977;205;Kajaani;1;Marko;17
1977;240;Kemi;1;Mika;14
1977;245;Kerava;1;Mikko;17
1977;272;Kokkola;1;Jani;14
1977;272;Kokkola;1;Sami;14
1977;285;Kotka;1;Mikko;28
1977;286;Kouvola;1;Mikko;18
1977;297;Kuopio;1;Jani;27
1977;297;Kuopio;1;Janne;27
1977;306;Kuusankoski;1;Mikko;14
1977;398;Lahti;1;Mikko;42
1977;405;Lappeenranta;1;Mikko;32
1977;428;Lohjan kunta;1;Sami;10
1977;491;Mikkeli;1;Jani;12
1977;536;Nokia;1;Mikko;12
1977;543;Nurmijärvi;1;Mikko;11
1977;564;Oulu;1;Antti;52
1977;609;Pori;1;Mikko;39
1977;678;Raahe;1;Jani;15
1977;684;Rauma;1;Jani;17
1977;694;Riihimäki;1;Mikko;17
1977;698;Rovaniemi;1;Mikko;12
1977;734;Salo;1;Sami;11
1977;740;Savonlinna;1;Jani;13
1977;743;Seinäjoki;1;Juha;13
1977;837;Tampere;1;Mikko;73
1977;851;Tornio;1;Antti;12
1977;853;Turku;1;Mikko;64
1977;858;Tuusula;1;Mikko;11
1977;905;Vaasa;1;Jani;19
1977;908;Valkeakoski;1;Mikko;11
1977;915;Varkaus;1;Mikko;10
1978;49;Espoo;1;Antti;58
1978;91;Helsinki;1;Mikko;150
1978;92;Vantaa;1;Mikko;66
1978;98;Hollola;1;Antti;10
1978;106;Hyvinkää;1;Mikko;24
1978;109;Hämeenlinna;1;Mikko;21
1978;140;Iisalmi;1;Mika;10
1978;153;Imatra;1;Mikko;19
1978;165;Janakkala;1;Mikko;11
1978;167;Joensuu;1;Mikko;21
1978;179;Jyväskylä;1;Mikko;29
1978;186;Järvenpää;1;Mikko;12
1978;200;Ulkomaat;1;Daniel;108
1978;205;Kajaani;1;Mikko;14
1978;240;Kemi;1;Janne;13
1978;245;Kerava;1;Mikko;14
1978;272;Kokkola;1;Jani;13
1978;285;Kotka;1;Mikko;23
1978;286;Kouvola;1;Mikko;15
1978;297;Kuopio;1;Mikko;36
1978;305;Kuusamo;1;Janne;14
1978;398;Lahti;1;Mikko;25
1978;398;Lahti;1;Sami;25
1978;405;Lappeenranta;1;Antti;23
1978;491;Mikkeli;1;Mikko;13
1978;536;Nokia;1;Mikko;11
1978;543;Nurmijärvi;1;Juha;10
1978;564;Oulu;1;Mikko;52
1978;609;Pori;1;Mikko;39
1978;678;Raahe;1;Mikko;15
1978;684;Rauma;1;Sami;15
1978;694;Riihimäki;1;Mikko;11
1978;698;Rovaniemi;1;Antti;15
1978;734;Salo;1;Ville;11
1978;740;Savonlinna;1;Jani;11
1978;740;Savonlinna;1;Marko;11
1978;743;Seinäjoki;1;Juha;15
1978;743;Seinäjoki;1;Mikko;15
1978;837;Tampere;1;Mikko;71
1978;851;Tornio;1;Mikko;14
1978;853;Turku;1;Mikko;77
1978;895;Uusikaupunki;1;Mika;11
1978;905;Vaasa;1;Janne;19
1978;915;Varkaus;1;Jani;10
1978;915;Varkaus;1;Sami;10
1979;49;Espoo;1;Mikko;49
1979;91;Helsinki;1;Mikko;162
1979;92;Vantaa;1;Mikko;65
1979;106;Hyvinkää;1;Mikko;16
1979;109;Hämeenlinna;1;Antti;12
1979;153;Imatra;1;Sami;14
1979;167;Joensuu;1;Antti;15
1979;179;Jyväskylä;1;Mikko;30
1979;180;Jyväskylän mlk;1;Timo;12
1979;186;Järvenpää;1;Juha;11
1979;200;Ulkomaat;1;Daniel;132
1979;205;Kajaani;1;Mikko;21
1979;232;Kauhajoki;1;Juha;10
1979;240;Kemi;1;Mikko;17
1979;245;Kerava;1;Mikko;11
1979;272;Kokkola;1;Jani;14
1979;285;Kotka;1;Antti;19
1979;285;Kotka;1;Jani;19
1979;286;Kouvola;1;Antti;14
1979;290;Kuhmo;1;Mikko;12
1979;297;Kuopio;1;Mikko;34
1979;305;Kuusamo;1;Janne;11
1979;398;Lahti;1;Mikko;42
1979;405;Lappeenranta;1;Mikko;29
1979;491;Mikkeli;1;Antti;14
1979;536;Nokia;1;Mikko;10
1979;543;Nurmijärvi;1;Mikko;13
1979;564;Oulu;1;Antti;47
1979;564;Oulu;1;Mikko;47
1979;609;Pori;1;Mikko;28
1979;678;Raahe;1;Janne;13
1979;684;Rauma;1;Mikko;16
1979;694;Riihimäki;1;Juha;10
1979;698;Rovaniemi;1;Janne;15
1979;699;Rovaniemen mlk;1;Janne;10
1979;734;Salo;1;Mikko;12
1979;740;Savonlinna;1;Mikko;14
1979;743;Seinäjoki;1;Mikko;16
1979;749;Siilinjärvi;1;Mikko;12
1979;837;Tampere;1;Mikko;85
1979;851;Tornio;1;Mikko;12
1979;853;Turku;1;Mikko;68
1979;858;Tuusula;1;Mikko;11
1979;905;Vaasa;1;Juha;19
1979;908;Valkeakoski;1;Mikko;15
1980;49;Espoo;1;Antti;53
1980;91;Helsinki;1;Mikko;132
1980;92;Vantaa;1;Antti;52
1980;106;Hyvinkää;1;Mikko;15
1980;109;Hämeenlinna;1;Janne;12
1980;109;Hämeenlinna;1;Juha;12
1980;109;Hämeenlinna;1;Mikko;12
1980;153;Imatra;1;Mikko;14
1980;167;Joensuu;1;Mikko;20
1980;179;Jyväskylä;1;Mikko;28
1980;200;Ulkomaat;1;Daniel;104
1980;205;Kajaani;1;Mikko;15
1980;211;Kangasala;1;Mikko;10
1980;240;Kemi;1;Antti;15
1980;245;Kerava;1;Mikko;11
1980;272;Kokkola;1;Juha;14
1980;285;Kotka;1;Antti;15
1980;285;Kotka;1;Mikko;15
1980;286;Kouvola;1;Mikko;16
1980;297;Kuopio;1;Mikko;37
1980;306;Kuusankoski;1;Mikko;12
1980;398;Lahti;1;Mikko;39
1980;405;Lappeenranta;1;Antti;22
1980;405;Lappeenranta;1;Mikko;22
1980;536;Nokia;1;Mikko;14
1980;564;Oulu;1;Mikko;61
1980;609;Pori;1;Juha;31
1980;678;Raahe;1;Mikko;13
1980;684;Rauma;1;Mikko;12
1980;698;Rovaniemi;1;Janne;12
1980;698;Rovaniemi;1;Juha;12
1980;740;Savonlinna;1;Mikko;14
1980;743;Seinäjoki;1;Mikko;17
1980;837;Tampere;1;Mikko;73
1980;851;Tornio;1;Mikko;10
1980;853;Turku;1;Mikko;64
1980;905;Vaasa;1;Mikko;30
1980;915;Varkaus;1;Mikko;10
1981;49;Espoo;1;Mikko;56
1981;61;Forssa;1;Mikko;10
1981;91;Helsinki;1;Mikko;153
1981;92;Vantaa;1;Mikko;42
1981;106;Hyvinkää;1;Mikko;12
1981;109;Hämeenlinna;1;Antti;11
1981;109;Hämeenlinna;1;Mika;11
1981;109;Hämeenlinna;1;Ville;11
1981;140;Iisalmi;1;Mikko;12
1981;153;Imatra;1;Petri;12
1981;165;Janakkala;1;Mikko;10
1981;167;Joensuu;1;Mikko;26
1981;179;Jyväskylä;1;Mikko;23
1981;200;Ulkomaat;1;Daniel;126
1981;202;Kaarina;1;Mikko;10
1981;205;Kajaani;1;Antti;18
1981;211;Kangasala;1;Mikko;10
1981;240;Kemi;1;Jukka;13
1981;245;Kerava;1;Mikko;12
1981;285;Kotka;1;Antti;22
1981;286;Kouvola;1;Mikko;11
1981;297;Kuopio;1;Mikko;33
1981;398;Lahti;1;Mikko;32
1981;405;Lappeenranta;1;Mikko;27
1981;491;Mikkeli;1;Mikko;13
1981;536;Nokia;1;Mikko;10
1981;543;Nurmijärvi;1;Mikko;10
1981;564;Oulu;1;Mikko;55
1981;599;Pedersören kunta;1;Andreas;10
1981;609;Pori;1;Juha;21
1981;678;Raahe;1;Mikko;10
1981;678;Raahe;1;Teemu;10
1981;684;Rauma;1;Mikko;11
1981;694;Riihimäki;1;Mikko;11
1981;698;Rovaniemi;1;Antti;19
1981;743;Seinäjoki;1;Jussi;14
1981;743;Seinäjoki;1;Mikko;14
1981;749;Siilinjärvi;1;Antti;11
1981;837;Tampere;1;Mikko;76
1981;851;Tornio;1;Antti;10
1981;851;Tornio;1;Janne;10
1981;853;Turku;1;Mikko;47
1981;858;Tuusula;1;Antti;11
1981;905;Vaasa;1;Juha;12
1981;905;Vaasa;1;Mikko;12
1981;905;Vaasa;1;Petri;12
1981;915;Varkaus;1;Antti;18
1982;49;Espoo;1;Antti;57
1982;61;Forssa;1;Mikko;14
1982;91;Helsinki;1;Antti;123
1982;92;Vantaa;1;Antti;50
1982;98;Hollola;1;Antti;11
1982;106;Hyvinkää;1;Antti;15
1982;109;Hämeenlinna;1;Mikko;13
1982;140;Iisalmi;1;Antti;13
1982;153;Imatra;1;Antti;12
1982;167;Joensuu;1;Mikko;26
1982;179;Jyväskylä;1;Mikko;27
1982;186;Järvenpää;1;Mikko;10
